Time [s],MOSI,MISO
5.697774667, 0x4E, 0xFF
5.697841083, 0x00, 0xFF
5.6979075, 0x00, 0xFF
5.697974, 0xF5, 0xFF
5.698040417, 0x01, 0xFF
5.698106917, 0x09, 0xFF
5.698173583, 0x64, 0xFF
5.698240667, 0x00, 0xFF
5.698307667, 0xFF, 0xFF
5.698374667, 0xFF, 0xFF
5.698442833, 0x7B, 0xFF
5.94061325, 0x00, 0xA4
5.9406685, 0x00, 0x03
5.940725917, 0x00, 0x40
5.940785333, 0x00, 0x00
5.94084475, 0x00, 0x01
5.940917333, 0x00, 0x03
5.940976583, 0x00, 0xE5
5.941707417, 0x00, 0xA4
5.941762667, 0x00, 0x09
5.94182, 0x00, 0x4E
5.941879417, 0x00, 0x00
5.941938833, 0x00, 0x80
5.941998083, 0x00, 0xFF
5.9420575, 0x00, 0xFF
5.942116833, 0x00, 0xFF
5.94217625, 0x00, 0xFF
5.942235667, 0x00, 0xFF
5.942425583, 0x00, 0xFF
5.942485, 0x00, 0xFF
5.94254425, 0x00, 0x9C
5.947843167, 0x00, 0xA5
5.947965667, 0x09, 0xFF
5.948029, 0x4E, 0xFF
5.9480955, 0x00, 0xFF
5.948161917, 0x00, 0xFF
5.948228417, 0xF5, 0xFF
5.948294833, 0x01, 0xFF
5.948361333, 0x09, 0xFF
5.948428, 0x64, 0xFF
5.948495083, 0x00, 0xFF
5.948562083, 0xFF, 0xFF
5.948629083, 0xFF, 0xFF
5.94869725, 0x7B, 0xFF
6.190868167, 0x00, 0xA4
6.190923417, 0x00, 0x03
6.190980833, 0x00, 0x40
6.191040167, 0x00, 0x00
6.191099583, 0x00, 0x01
6.191172, 0x00, 0x03
6.191231333, 0x00, 0xE5
6.191962167, 0x00, 0xA4
6.192017333, 0x00, 0x09
6.19207475, 0x00, 0x4E
6.192134083, 0x00, 0x00
6.1921935, 0x00, 0x80
6.19225275, 0x00, 0xFF
6.192312167, 0x00, 0xFF
6.192371583, 0x00, 0xFF
6.192430917, 0x00, 0xFF
6.192490333, 0x00, 0xFF
6.19268025, 0x00, 0xFF
6.192739667, 0x00, 0xFF
6.192798917, 0x00, 0x9C
6.1980975, 0x00, 0xA5
6.19822, 0x09, 0xFF
6.198283417, 0x4E, 0xFF
6.198349833, 0x00, 0xFF
6.19841625, 0x00, 0xFF
6.19848275, 0xF5, 0xFF
6.198549167, 0x01, 0xFF
6.198615667, 0x09, 0xFF
6.198682417, 0x64, 0xFF
6.198749417, 0x00, 0xFF
6.198816417, 0xFF, 0xFF
6.198883417, 0xFF, 0xFF
